start_time,bat_landing_to_food,habit,rat_period_start,rat_period_end,seconds_after_rat_arrival,risk,reward,month,sunset_time,hours_after_sunset,season,calc_hours_after_sunset,time_valid
2018-04-28 23:22:00,80.0,rat,2018-04-28 23:21:00,2018-04-28 23:24:00,71,1,0,4,2018-04-28 19:19:00,4.06,1,4.05,True
2018-04-29 02:52:00,1.0,fast,2018-04-29 02:51:00,2018-04-29 03:06:00,66,0,1,4,2018-04-28 19:19:00,7.55,1,7.55,True
2018-04-29 20:43:00,0.017597713,fast,2018-04-29 20:37:00,2018-04-29 20:53:00,389,0,1,4,2018-04-29 19:19:00,1.41,1,1.4,True
2018-04-29 20:48:00,0.032534418,fast,2018-04-29 20:37:00,2018-04-29 20:53:00,695,0,1,4,2018-04-29 19:19:00,1.5,1,1.48,True
2018-04-29 20:49:00,4.0,fast,2018-04-29 20:37:00,2018-04-29 20:53:00,710,0,1,4,2018-04-29 19:19:00,1.5,1,1.5,True
2018-04-29 22:53:00,2.0,fast,2018-04-29 22:53:00,2018-04-29 23:06:00,9,0,1,4,2018-04-29 19:19:00,3.57,1,3.57,True
2018-04-29 22:54:00,36.0,rat,2018-04-29 22:53:00,2018-04-29 23:06:00,67,1,0,4,2018-04-29 19:19:00,3.59,1,3.58,True
2018-04-29 22:55:00,8.0,rat,2018-04-29 22:53:00,2018-04-29 23:06:00,144,1,0,4,2018-04-29 19:19:00,3.61,1,3.6,True
2018-04-29 22:56:00,0.097800752,rat,2018-04-29 22:53:00,2018-04-29 23:06:00,184,1,0,4,2018-04-29 19:19:00,3.62,1,3.62,True
2018-04-29 23:01:00,2.0,fast,2018-04-29 22:53:00,2018-04-29 23:06:00,521,0,1,4,2018-04-29 19:19:00,3.72,1,3.7,True
2018-04-29 23:06:00,0.078489345,fast,2018-04-29 22:53:00,2018-04-29 23:06:00,776,0,1,4,2018-04-29 19:19:00,3.79,1,3.78,True
2018-04-30 01:31:00,4.0,fast,2018-04-30 01:26:00,2018-04-30 01:44:00,304,0,1,4,2018-04-29 19:19:00,6.22,1,6.2,True
2018-04-30 01:32:00,4.0,pick,2018-04-30 01:26:00,2018-04-30 01:44:00,323,0,1,4,2018-04-29 19:19:00,6.22,1,6.22,True
2018-04-30 01:33:00,0.040027684,rat,2018-04-30 01:26:00,2018-04-30 01:44:00,407,1,0,4,2018-04-29 19:19:00,6.24,1,6.23,True
2018-04-30 01:37:00,0.076567662,fast,2018-04-30 01:26:00,2018-04-30 01:44:00,633,0,1,4,2018-04-29 19:19:00,6.31,1,6.3,True
2018-04-30 01:42:00,3.0,fast,2018-04-30 01:26:00,2018-04-30 01:44:00,925,0,1,4,2018-04-29 19:19:00,6.39,1,6.38,True
2018-04-30 02:42:00,0.094277126,fast,2018-04-30 02:41:00,2018-04-30 02:55:00,63,0,1,4,2018-04-29 19:19:00,7.39,1,7.38,True
2018-04-30 02:42:00,1.0,fast,2018-04-30 02:41:00,2018-04-30 02:55:00,91,0,1,4,2018-04-29 19:19:00,7.4,1,7.38,True
2018-04-30 02:43:00,7.0,pick,2018-04-30 02:41:00,2018-04-30 02:55:00,162,0,1,4,2018-04-29 19:19:00,7.42,1,7.4,True
2018-04-30 02:44:00,0.037865482,fast,2018-04-30 02:41:00,2018-04-30 02:55:00,191,0,1,4,2018-04-29 19:19:00,7.42,1,7.42,True
2018-04-30 02:44:00,4.0,fast,2018-04-30 02:41:00,2018-04-30 02:55:00,222,0,1,4,2018-04-29 19:19:00,7.43,1,7.42,True
2018-04-30 02:51:00,0.099086619,fast,2018-04-30 02:41:00,2018-04-30 02:55:00,624,0,1,4,2018-04-29 19:19:00,7.54,1,7.53,True
2018-04-30 03:54:00,6.0,pick,2018-04-30 03:43:00,2018-04-30 04:42:00,653,0,1,4,2018-04-29 19:19:00,8.6,1,8.58,True
2018-04-27 21:57:00,8.0,rat,2018-04-27 21:56:00,2018-04-27 22:00:00,47,1,0,4,2018-04-27 19:18:00,2.66,1,2.65,True
2018-04-27 22:00:00,5.0,rat,2018-04-27 21:56:00,2018-04-27 22:00:00,199,1,0,4,2018-04-27 19:18:00,2.7,1,2.7,True
2018-04-27 22:41:00,1.0,rat,2018-04-27 22:39:00,2018-04-27 22:41:00,127,1,0,4,2018-04-27 19:18:00,3.39,1,3.38,True
2018-04-27 23:01:00,2.0,fast,2018-04-27 23:01:00,2018-04-27 23:12:00,18,0,1,4,2018-04-27 19:18:00,3.73,1,3.72,True
2018-04-27 23:02:00,1.0,fast,2018-04-27 23:01:00,2018-04-27 23:12:00,79,0,1,4,2018-04-27 19:18:00,3.75,1,3.73,True
2018-04-27 23:03:00,2.0,fast,2018-04-27 23:01:00,2018-04-27 23:12:00,105,0,1,4,2018-04-27 19:18:00,3.76,1,3.75,True
2018-04-27 23:16:00,1.0,fast,2018-04-27 23:15:00,2018-04-27 23:17:00,35,0,1,4,2018-04-27 19:18:00,3.97,1,3.97,True
2018-04-27 23:16:00,3.0,fast,2018-04-27 23:15:00,2018-04-27 23:17:00,74,0,1,4,2018-04-27 19:18:00,3.98,1,3.97,True
2018-04-27 23:17:00,2.0,fast,2018-04-27 23:15:00,2018-04-27 23:17:00,120,0,1,4,2018-04-27 19:18:00,3.99,1,3.98,True
2018-04-27 23:42:00,6.0,pick,2018-04-27 23:41:00,2018-04-27 23:43:00,23,0,1,4,2018-04-27 19:18:00,4.4,1,4.4,True
2018-04-28 00:10:00,3.0,rat,2018-04-28 00:04:00,2018-04-28 00:14:00,330,1,0,4,2018-04-27 19:18:00,4.87,1,4.87,True
2018-04-28 00:10:00,6.0,pick,2018-04-28 00:04:00,2018-04-28 00:14:00,363,0,1,4,2018-04-27 19:18:00,4.88,1,4.87,True
2018-04-28 00:11:00,2.0,fast,2018-04-28 00:04:00,2018-04-28 00:14:00,373,0,1,4,2018-04-27 19:18:00,4.88,1,4.88,True
2018-04-28 00:11:00,4.0,pick,2018-04-28 00:04:00,2018-04-28 00:14:00,401,0,1,4,2018-04-27 19:18:00,4.89,1,4.88,True
2018-04-28 00:11:00,1.0,rat,2018-04-28 00:04:00,2018-04-28 00:14:00,408,1,0,4,2018-04-27 19:18:00,4.89,1,4.88,True
2018-04-28 00:12:00,7.0,rat,2018-04-28 00:04:00,2018-04-28 00:14:00,434,1,0,4,2018-04-27 19:18:00,4.9,1,4.9,True
2018-04-28 00:12:00,6.0,pick,2018-04-28 00:04:00,2018-04-28 00:14:00,449,0,1,4,2018-04-27 19:18:00,4.91,1,4.9,True
2018-04-28 00:13:00,18.0,pick,2018-04-28 00:04:00,2018-04-28 00:14:00,497,0,1,4,2018-04-27 19:18:00,4.92,1,4.92,True
2018-04-28 00:13:00,3.0,fast,2018-04-28 00:04:00,2018-04-28 00:14:00,520,0,1,4,2018-04-27 19:18:00,4.93,1,4.92,True
2018-04-28 01:06:00,1.0,fast,2018-04-28 01:06:00,2018-04-28 01:07:00,19,0,1,4,2018-04-27 19:18:00,5.81,1,5.8,True
2018-04-28 01:06:00,0.063724824,fast,2018-04-28 01:06:00,2018-04-28 01:07:00,35,0,1,4,2018-04-27 19:18:00,5.81,1,5.8,True
2018-04-28 01:07:00,6.0,pick,2018-04-28 01:06:00,2018-04-28 01:07:00,74,0,1,4,2018-04-27 19:18:00,5.82,1,5.82,True
2018-04-28 02:14:00,4.0,pick,2018-04-28 02:13:00,2018-04-28 02:14:00,90,0,1,4,2018-04-27 19:18:00,6.95,1,6.93,True
2018-04-28 02:22:00,0.026148246,fast,2018-04-28 02:21:00,2018-04-28 02:23:00,90,0,1,4,2018-04-27 19:18:00,7.08,1,7.07,True
2018-04-28 02:49:00,7.0,pick,2018-04-28 02:47:00,2018-04-28 02:51:00,128,0,1,4,2018-04-27 19:18:00,7.53,1,7.52,True
2018-04-28 02:50:00,0.08833199,fast,2018-04-28 02:47:00,2018-04-28 02:51:00,139,0,1,4,2018-04-27 19:18:00,7.53,1,7.53,True
2018-04-28 02:50:00,8.0,pick,2018-04-28 02:47:00,2018-04-28 02:51:00,170,0,1,4,2018-04-27 19:18:00,7.54,1,7.53,True
2018-04-28 02:51:00,6.0,pick,2018-04-28 02:47:00,2018-04-28 02:51:00,211,0,1,4,2018-04-27 19:18:00,7.55,1,7.55,True
2018-04-28 03:25:00,2.0,fast,2018-04-28 03:24:00,2018-04-28 03:25:00,45,0,1,4,2018-04-27 19:18:00,8.13,1,8.12,True
2018-04-28 03:36:00,3.0,fast,2018-04-28 03:33:00,2018-04-28 03:36:00,194,0,1,4,2018-04-27 19:18:00,8.3,1,8.3,True
2018-04-28 03:51:00,3.0,fast,2018-04-28 03:48:00,2018-04-28 04:09:00,172,0,1,4,2018-04-27 19:18:00,8.55,1,8.55,True
2018-04-28 05:16:00,17.0,rat,2018-04-28 05:14:00,2018-04-28 05:21:00,115,1,0,4,2018-04-27 19:18:00,9.98,1,9.97,True
2018-04-28 05:20:00,1.0,pick,2018-04-28 05:14:00,2018-04-28 05:21:00,370,0,1,4,2018-04-27 19:18:00,10.05,1,10.03,True
2018-04-28 05:55:00,3.0,fast,2018-04-28 05:55:00,2018-04-28 06:05:00,56,0,1,4,2018-04-27 19:18:00,10.63,1,10.62,True
2018-04-19 00:19:00,7.0,pick,2018-04-19 00:18:00,2018-04-19 00:19:00,59,0,1,4,2018-04-18 19:12:00,5.12,1,5.12,True
2018-04-19 01:15:00,3.0,fast,2018-04-19 01:12:00,2018-04-19 01:18:00,187,0,1,4,2018-04-18 19:12:00,6.06,1,6.05,True
2018-04-19 04:31:00,8.0,rat,2018-04-19 04:28:00,2018-04-19 04:34:00,200,1,0,4,2018-04-18 19:12:00,9.33,1,9.32,True
2018-04-19 04:32:00,1.0,fast,2018-04-19 04:28:00,2018-04-19 04:34:00,210,0,1,4,2018-04-18 19:12:00,9.33,1,9.33,True
2018-04-19 04:33:00,5.0,pick,2018-04-19 04:28:00,2018-04-19 04:34:00,274,0,1,4,2018-04-18 19:12:00,9.35,1,9.35,True
2018-04-19 04:33:00,14.0,pick,2018-04-19 04:28:00,2018-04-19 04:34:00,280,0,1,4,2018-04-18 19:12:00,9.35,1,9.35,True
2018-04-30 21:15:00,2.0,rat,2018-04-30 21:14:00,2018-04-30 21:16:00,38,1,0,4,2018-04-30 19:20:00,1.93,1,1.92,True
2018-04-30 22:12:00,11.0,pick,2018-04-30 22:08:00,2018-04-30 22:15:00,228,0,1,4,2018-04-30 19:20:00,2.88,1,2.87,True
2018-04-30 22:40:00,32.0,rat,2018-04-30 22:34:00,2018-04-30 22:40:00,359,1,0,4,2018-04-30 19:20:00,3.34,1,3.33,True
2018-04-30 23:07:00,36.0,pick,2018-04-30 23:07:00,2018-04-30 23:11:00,0,0,1,4,2018-04-30 19:20:00,3.79,1,3.78,True
2018-04-30 23:31:00,2.0,fast,2018-04-30 23:19:00,2018-04-30 23:32:00,773,0,1,4,2018-04-30 19:20:00,4.2,1,4.18,True
2018-04-22 19:41:00,2.0,fast,2018-04-22 19:38:00,2018-04-22 19:42:00,203,0,1,4,2018-04-22 19:14:00,0.46,1,0.45,True
2018-04-23 00:11:00,7.0,pick,2018-04-23 00:08:00,2018-04-23 00:12:00,161,0,1,4,2018-04-22 19:14:00,4.96,1,4.95,True
2018-04-23 00:12:00,2.0,pick,2018-04-23 00:08:00,2018-04-23 00:12:00,238,0,1,4,2018-04-22 19:14:00,4.98,1,4.97,True
2018-04-23 00:46:00,5.0,fast,2018-04-23 00:45:00,2018-04-23 00:50:00,64,0,1,4,2018-04-22 19:14:00,5.54,1,5.53,True
2018-04-23 00:48:00,4.0,pick,2018-04-23 00:45:00,2018-04-23 00:50:00,174,0,1,4,2018-04-22 19:14:00,5.57,1,5.57,True
2018-04-23 00:49:00,4.0,pick,2018-04-23 00:45:00,2018-04-23 00:50:00,263,0,1,4,2018-04-22 19:14:00,5.59,1,5.58,True
2018-04-23 00:49:00,16.0,pick,2018-04-23 00:45:00,2018-04-23 00:50:00,276,0,1,4,2018-04-22 19:14:00,5.6,1,5.58,True
2018-04-23 01:08:00,1.0,fast,2018-04-23 01:07:00,2018-04-23 01:10:00,105,0,1,4,2018-04-22 19:14:00,5.92,1,5.9,True
2018-04-23 01:10:00,2.0,fast,2018-04-23 01:07:00,2018-04-23 01:10:00,183,0,1,4,2018-04-22 19:14:00,5.94,1,5.93,True
2018-04-23 01:41:00,3.0,pick,2018-04-23 01:41:00,2018-04-23 01:44:00,1,0,1,4,2018-04-22 19:14:00,6.46,1,6.45,True
2018-04-23 00:47:00,4.0,pick,2018-04-23 00:45:00,2018-04-23 00:50:00,161,0,1,4,2018-04-22 19:14:00,5.56,1,5.55,True
2018-04-25 19:31:00,28.0,pick,2018-04-25 19:24:00,2018-04-25 19:32:00,433,0,1,4,2018-04-25 19:17:00,0.24,1,0.23,True
2018-04-20 19:22:00,1.0,fast,2018-04-20 19:18:00,2018-04-20 19:26:00,254,0,1,4,2018-04-20 19:13:00,0.16,1,0.15,True
2018-04-20 19:25:00,5.0,fast,2018-04-20 19:18:00,2018-04-20 19:26:00,383,0,1,4,2018-04-20 19:13:00,0.2,1,0.2,True
2018-04-20 19:25:00,0.039481249,fast,2018-04-20 19:18:00,2018-04-20 19:26:00,440,0,1,4,2018-04-20 19:13:00,0.22,1,0.2,True
2018-04-20 21:11:00,37.0,rat,2018-04-20 21:05:00,2018-04-20 21:11:00,375,1,0,4,2018-04-20 19:13:00,1.98,1,1.97,True
2018-04-20 21:21:00,109.0,rat,2018-04-20 21:20:00,2018-04-20 21:34:00,90,1,0,4,2018-04-20 19:13:00,2.14,1,2.13,True
2018-04-20 21:22:00,2.0,fast,2018-04-20 21:20:00,2018-04-20 21:34:00,139,0,1,4,2018-04-20 19:13:00,2.16,1,2.15,True
2018-04-20 21:24:00,25.0,pick,2018-04-20 21:20:00,2018-04-20 21:34:00,250,0,1,4,2018-04-20 19:13:00,2.19,1,2.18,True
2018-04-20 21:27:00,37.0,pick,2018-04-20 21:20:00,2018-04-20 21:34:00,477,0,1,4,2018-04-20 19:13:00,2.25,1,2.23,True
2018-04-20 21:59:00,2.0,pick,2018-04-20 21:59:00,2018-04-20 21:59:00,12,0,1,4,2018-04-20 19:13:00,2.77,1,2.77,True
2018-04-21 00:49:00,1.0,pick,2018-04-21 00:49:00,2018-04-21 00:55:00,0,0,1,4,2018-04-20 19:13:00,5.6,1,5.6,True
2018-04-21 00:55:00,0.071239584,fast,2018-04-21 00:49:00,2018-04-21 00:55:00,383,0,1,4,2018-04-20 19:13:00,5.71,1,5.7,True
2018-04-21 01:44:00,11.0,rat,2018-04-21 01:43:00,2018-04-21 01:45:00,25,1,0,4,2018-04-20 19:13:00,6.52,1,6.52,True
2018-04-21 02:09:00,0.033235649,fast,2018-04-21 02:06:00,2018-04-21 02:18:00,150,0,1,4,2018-04-20 19:13:00,6.94,1,6.93,True
2018-04-21 02:09:00,3.0,pick,2018-04-21 02:06:00,2018-04-21 02:18:00,172,0,1,4,2018-04-20 19:13:00,6.95,1,6.93,True
2018-04-21 02:14:00,15.0,rat,2018-04-21 02:06:00,2018-04-21 02:18:00,460,1,0,4,2018-04-20 19:13:00,7.03,1,7.02,True
2018-04-21 02:15:00,1.0,fast,2018-04-21 02:06:00,2018-04-21 02:18:00,482,0,1,4,2018-04-20 19:13:00,7.03,1,7.03,True
2018-04-21 02:16:00,1.0,rat,2018-04-21 02:06:00,2018-04-21 02:18:00,580,1,0,4,2018-04-20 19:13:00,7.06,1,7.05,True
2018-04-21 02:16:00,17.0,rat,2018-04-21 02:06:00,2018-04-21 02:18:00,587,1,0,4,2018-04-20 19:13:00,7.06,1,7.05,True
2018-04-21 02:17:00,0.0502264,fast,2018-04-21 02:06:00,2018-04-21 02:18:00,603,0,1,4,2018-04-20 19:13:00,7.07,1,7.07,True
2018-04-21 02:17:00,2.0,fast,2018-04-21 02:06:00,2018-04-21 02:18:00,638,0,1,4,2018-04-20 19:13:00,7.08,1,7.07,True
2018-04-21 03:26:00,1.0,fast,2018-04-21 03:21:00,2018-04-21 03:26:00,261,0,1,4,2018-04-20 19:13:00,8.22,1,8.22,True
2018-04-21 03:26:00,6.0,rat,2018-04-21 03:21:00,2018-04-21 03:26:00,279,1,0,4,2018-04-20 19:13:00,8.22,1,8.22,True
2018-04-21 05:54:00,4.0,fast,2018-04-21 05:50:00,2018-04-21 06:09:00,285,0,1,4,2018-04-20 19:13:00,10.7,1,10.68,True
2018-04-21 00:54:00,17.0,pick,2018-04-21 00:49:00,2018-04-21 00:55:00,336,0,1,4,2018-04-20 19:13:00,5.7,1,5.68,True
2018-05-06 23:55:00,4.0,rat,2018-05-06 23:44:00,2018-05-06 23:55:00,629,1,0,5,2018-05-06 19:24:00,4.52,1,4.52,True
2018-05-07 03:45:00,23.0,rat,2018-05-07 03:38:00,2018-05-07 03:54:00,423,1,0,5,2018-05-06 19:24:00,8.35,1,8.35,True
2018-05-07 04:28:00,2.0,rat,2018-05-07 04:25:00,2018-05-07 04:36:00,158,1,0,5,2018-05-06 19:24:00,9.07,1,9.07,True
2018-05-07 04:44:00,42.0,rat,2018-05-07 04:43:00,2018-05-07 04:46:00,108,1,0,5,2018-05-06 19:24:00,9.35,1,9.33,True
2018-05-07 05:32:00,10.0,pick,2018-05-07 05:30:00,2018-05-07 05:42:00,149,0,1,5,2018-05-06 19:24:00,10.15,1,10.13,True
2018-05-07 05:33:00,2.0,rat,2018-05-07 05:30:00,2018-05-07 05:42:00,187,1,0,5,2018-05-06 19:24:00,10.16,1,10.15,True
2018-05-09 01:39:00,31.0,pick,2018-05-09 01:35:00,2018-05-09 01:39:00,230,0,1,5,2018-05-08 19:26:00,6.22,1,6.22,True
2018-05-09 02:34:00,2.0,fast,2018-05-09 02:33:00,2018-05-09 02:39:00,61,0,1,5,2018-05-08 19:26:00,7.14,1,7.13,True
2018-05-09 02:35:00,1.0,fast,2018-05-09 02:33:00,2018-05-09 02:39:00,132,0,1,5,2018-05-08 19:26:00,7.16,1,7.15,True
2018-05-09 02:35:00,4.0,pick,2018-05-09 02:33:00,2018-05-09 02:39:00,137,0,1,5,2018-05-08 19:26:00,7.16,1,7.15,True
2018-05-09 02:35:00,5.0,pick,2018-05-09 02:33:00,2018-05-09 02:39:00,144,0,1,5,2018-05-08 19:26:00,7.16,1,7.15,True
2018-05-09 02:38:00,21.0,pick,2018-05-09 02:33:00,2018-05-09 02:39:00,318,0,1,5,2018-05-08 19:26:00,7.21,1,7.2,True
2018-05-09 02:39:00,7.0,pick,2018-05-09 02:33:00,2018-05-09 02:39:00,367,0,1,5,2018-05-08 19:26:00,7.22,1,7.22,True
2018-05-09 02:39:00,23.0,pick,2018-05-09 02:33:00,2018-05-09 02:39:00,378,0,1,5,2018-05-08 19:26:00,7.22,1,7.22,True
2018-05-09 03:23:00,1.0,fast,2018-05-09 03:21:00,2018-05-09 03:30:00,78,0,1,5,2018-05-08 19:26:00,7.95,1,7.95,True
2018-05-09 03:29:00,8.0,rat,2018-05-09 03:21:00,2018-05-09 03:30:00,483,1,0,5,2018-05-08 19:26:00,8.07,1,8.05,True
2018-05-09 03:30:00,8.0,rat,2018-05-09 03:21:00,2018-05-09 03:30:00,530,1,0,5,2018-05-08 19:26:00,8.08,1,8.07,True
2018-05-01 19:09:00,4.0,pick,2018-05-01 18:58:00,2018-05-01 19:17:00,618,0,1,5,2018-05-01 19:21:00,-0.2,1,-0.2,True
2018-05-01 19:10:00,1.0,fast,2018-05-01 18:58:00,2018-05-01 19:17:00,703,0,1,5,2018-05-01 19:21:00,-0.18,1,-0.18,True
2018-05-01 19:14:00,1.0,fast,2018-05-01 18:58:00,2018-05-01 19:17:00,939,0,1,5,2018-05-01 19:21:00,-0.11,1,-0.12,True
2018-05-01 21:28:00,1.0,fast,2018-05-01 21:27:00,2018-05-01 21:38:00,62,0,1,5,2018-05-01 19:21:00,2.12,1,2.12,True
2018-05-01 21:34:00,1.0,fast,2018-05-01 21:27:00,2018-05-01 21:38:00,443,0,1,5,2018-05-01 19:21:00,2.23,1,2.22,True
2018-05-01 23:12:00,23.0,pick,2018-05-01 23:08:00,2018-05-01 23:12:00,261,0,1,5,2018-05-01 19:21:00,3.86,1,3.85,True
2018-05-01 23:56:00,10.0,pick,2018-05-01 23:54:00,2018-05-02 00:00:00,130,0,1,5,2018-05-01 19:21:00,4.59,1,4.58,True
2018-05-02 00:47:00,2.0,pick,2018-05-02 00:46:00,2018-05-02 00:58:00,10,0,1,5,2018-05-01 19:21:00,5.43,1,5.43,True
2018-05-02 00:47:00,19.0,rat,2018-05-02 00:46:00,2018-05-02 00:58:00,12,1,0,5,2018-05-01 19:21:00,5.43,1,5.43,True
2018-05-02 00:49:00,1.0,fast,2018-05-02 00:46:00,2018-05-02 00:58:00,142,0,1,5,2018-05-01 19:21:00,5.47,1,5.47,True
2018-05-02 00:53:00,22.0,pick,2018-05-02 00:46:00,2018-05-02 00:58:00,408,0,1,5,2018-05-01 19:21:00,5.54,1,5.53,True
2018-05-02 00:54:00,7.0,pick,2018-05-02 00:46:00,2018-05-02 00:58:00,433,0,1,5,2018-05-01 19:21:00,5.55,1,5.55,True
2018-05-02 00:57:00,4.0,rat,2018-05-02 00:46:00,2018-05-02 00:58:00,627,1,0,5,2018-05-01 19:21:00,5.61,1,5.6,True
2018-05-02 01:35:00,2.0,rat,2018-05-02 01:34:00,2018-05-02 01:36:00,99,1,0,5,2018-05-01 19:21:00,6.25,1,6.23,True
2018-05-02 02:52:00,30.0,pick,2018-05-02 02:45:00,2018-05-02 02:52:00,394,0,1,5,2018-05-01 19:21:00,7.52,1,7.52,True
2018-05-02 03:51:00,1.0,fast,2018-05-02 03:50:00,2018-05-02 03:51:00,23,0,1,5,2018-05-01 19:21:00,8.5,1,8.5,True
2018-05-02 05:09:00,0.019932178,fast,2018-05-02 05:07:00,2018-05-02 05:10:00,110,0,1,5,2018-05-01 19:21:00,9.81,1,9.8,True
2018-05-08 01:03:00,4.0,rat,2018-05-08 01:02:00,2018-05-08 01:03:00,78,1,0,5,2018-05-07 19:25:00,5.64,1,5.63,True
2018-05-08 02:33:00,2.0,fast,2018-05-08 02:33:00,2018-05-08 02:35:00,48,0,1,5,2018-05-07 19:25:00,7.15,1,7.13,True
2018-05-08 02:35:00,7.0,pick,2018-05-08 02:33:00,2018-05-08 02:35:00,123,0,1,5,2018-05-07 19:25:00,7.17,1,7.17,True
2018-05-08 02:35:00,5.0,rat,2018-05-08 02:33:00,2018-05-08 02:35:00,161,1,0,5,2018-05-07 19:25:00,7.18,1,7.17,True
2018-05-10 03:13:00,3.0,fast,2018-05-10 03:13:00,2018-05-10 03:17:00,31,0,1,5,2018-05-09 19:26:00,7.79,1,7.78,True
2018-05-10 04:44:00,3.0,rat,2018-05-10 04:43:00,2018-05-10 04:48:00,29,1,0,5,2018-05-09 19:26:00,9.3,1,9.3,True
2018-05-10 22:09:00,4.0,fast,2018-05-10 22:08:00,2018-05-10 22:13:00,15,0,1,5,2018-05-10 19:27:00,2.7,1,2.7,True
2018-05-10 22:10:00,1.0,fast,2018-05-10 22:08:00,2018-05-10 22:13:00,105,0,1,5,2018-05-10 19:27:00,2.73,1,2.72,True
2018-05-10 22:12:00,7.0,rat,2018-05-10 22:08:00,2018-05-10 22:13:00,218,1,0,5,2018-05-10 19:27:00,2.76,1,2.75,True
2018-05-10 22:12:00,24.0,rat,2018-05-10 22:08:00,2018-05-10 22:13:00,228,1,0,5,2018-05-10 19:27:00,2.76,1,2.75,True
2018-05-10 23:57:00,22.0,rat,2018-05-10 23:55:00,2018-05-11 00:02:00,87,1,0,5,2018-05-10 19:27:00,4.51,1,4.5,True
2018-05-11 02:45:00,2.0,rat,2018-05-11 02:35:00,2018-05-11 02:47:00,627,1,0,5,2018-05-10 19:27:00,7.31,1,7.3,True
2018-05-11 04:30:00,8.0,rat,2018-05-11 04:25:00,2018-05-11 04:36:00,331,1,0,5,2018-05-10 19:27:00,9.06,1,9.05,True
2018-05-17 22:46:00,1.0,fast,2018-05-17 22:41:00,2018-05-17 22:48:00,247,0,1,5,2018-05-17 19:32:00,3.23,1,3.23,True
2018-05-17 22:46:00,9.0,rat,2018-05-17 22:41:00,2018-05-17 22:48:00,252,1,0,5,2018-05-17 19:32:00,3.24,1,3.23,True
2018-05-17 23:50:00,1.0,rat,2018-05-17 23:49:00,2018-05-17 23:58:00,54,1,0,5,2018-05-17 19:32:00,4.31,1,4.3,True
2018-05-17 23:55:00,34.0,rat,2018-05-17 23:49:00,2018-05-17 23:58:00,378,1,0,5,2018-05-17 19:32:00,4.4,1,4.38,True
2018-05-20 21:52:00,8.0,rat,2018-05-20 21:42:00,2018-05-20 22:11:00,624,1,0,5,2018-05-20 19:34:00,2.31,1,2.3,True
2018-05-17 03:26:00,14.0,rat,2018-05-17 03:24:00,2018-05-17 03:26:00,111,1,0,5,2018-05-16 19:31:00,7.92,1,7.92,True
2018-05-01 00:06:00,4.0,fast,2018-05-01 00:06:00,2018-05-01 00:09:00,16,0,1,5,2018-04-30 19:20:00,4.77,1,4.77,True
2018-05-01 00:08:00,14.0,rat,2018-05-01 00:06:00,2018-05-01 00:09:00,134,1,0,5,2018-04-30 19:20:00,4.81,1,4.8,True
2018-05-01 00:29:00,0.095162728,fast,2018-05-01 00:28:00,2018-05-01 00:44:00,11,0,1,5,2018-04-30 19:20:00,5.15,1,5.15,True
2018-05-01 00:32:00,3.0,fast,2018-05-01 00:28:00,2018-05-01 00:44:00,241,0,1,5,2018-04-30 19:20:00,5.21,1,5.2,True
2018-05-01 00:33:00,0.042360901,fast,2018-05-01 00:28:00,2018-05-01 00:44:00,250,0,1,5,2018-04-30 19:20:00,5.22,1,5.22,True
2018-05-01 00:33:00,2.0,fast,2018-05-01 00:28:00,2018-05-01 00:44:00,271,0,1,5,2018-04-30 19:20:00,5.22,1,5.22,True
2018-05-01 00:33:00,2.0,fast,2018-05-01 00:28:00,2018-05-01 00:44:00,304,0,1,5,2018-04-30 19:20:00,5.23,1,5.22,True
2018-05-01 00:41:00,30.0,rat,2018-05-01 00:28:00,2018-05-01 00:44:00,733,1,0,5,2018-04-30 19:20:00,5.35,1,5.35,True
2018-05-01 00:42:00,18.0,rat,2018-05-01 00:28:00,2018-05-01 00:44:00,819,1,0,5,2018-04-30 19:20:00,5.38,1,5.37,True
2018-05-01 00:43:00,2.0,fast,2018-05-01 00:28:00,2018-05-01 00:44:00,889,0,1,5,2018-04-30 19:20:00,5.39,1,5.38,True
2018-05-01 02:33:00,2.0,fast,2018-05-01 02:33:00,2018-05-01 02:37:00,1,0,1,5,2018-04-30 19:20:00,7.23,1,7.22,True
2018-05-01 03:31:00,4.0,pick,2018-05-01 03:24:00,2018-05-01 03:33:00,386,0,1,5,2018-04-30 19:20:00,8.19,1,8.18,True
2018-05-01 03:56:00,7.0,rat,2018-05-01 03:52:00,2018-05-01 03:59:00,257,1,0,5,2018-04-30 19:20:00,8.61,1,8.6,True
2018-05-01 03:57:00,4.0,fast,2018-05-01 03:52:00,2018-05-01 03:59:00,295,0,1,5,2018-04-30 19:20:00,8.62,1,8.62,True
2018-05-01 00:07:00,1.0,rat,2018-05-01 00:06:00,2018-05-01 00:09:00,62,1,0,5,2018-04-30 19:20:00,4.79,1,4.78,True
2018-05-01 00:09:00,5.0,pick,2018-05-01 00:06:00,2018-05-01 00:09:00,210,0,1,5,2018-04-30 19:20:00,4.83,1,4.82,True
2018-05-01 00:31:00,2.0,fast,2018-05-01 00:28:00,2018-05-01 00:44:00,177,0,1,5,2018-04-30 19:20:00,5.2,1,5.18,True
2018-05-01 00:35:00,13.0,fast,2018-05-01 00:28:00,2018-05-01 00:44:00,377,0,1,5,2018-04-30 19:20:00,5.25,1,5.25,True
